,tarih,city,city2,title,content
602,24.10.2024,antalya,Antalya,Antalya'da Kaçakçılık Operasyonu,"  Antalya'da 4 ilçede yapılan operasyonda çok sayıda kaçak ürün ele geçirildi, 6 kişiye işlem yapıldı.  "
603,24.10.2024,antalya,Antalya,Görme ve İşitme Engelli Köpek 'Çarşaf' İtfaiye Ekipleri Tarafından Kurtarıldı,"  Antalya'nın Muratpaşa ilçesinde, görme ve işitme engelli 13 yaşındaki 'Çarşaf' isimli köpek, inşaat sahasına düşmesinin ardından itfaiye ekipleri tarafından kurtarıldı. Köpeğinin kurtarılmasından dolayı mutlu olan sahibi Emine Yanık, Çarşaf'ı yaklaşık 13 yıldır bakıyor.  "
604,24.10.2024,antalya,Antalya,Antalya'da Otomobil-Cip Çarpıştı,"  Antalya'da otomobil ile cipin çarpıştığı kazada yaralanan olmadı, yalnızca maddi hasar oluştu.  "
605,23.10.2024,antalya,Antalya,Antalya'da Geri Dönüşüm Kamyonu Yangını,"  Geri dönüşüm kamyonundaki atıklar yolda alev aldı, itfaiye 2 saatlik müdahale ile yangını söndürdü.  "
606,15:10,ardahan,Ardahan,Artvin'de Kaya Saplanarak Mahsur Kalan Tur Otobüsü Kurtarıldı,"  Artvin'de yoğun kar nedeniyle Şavşat-Ardahan kara yolunda mahsur kalan 48 kişilik tur otobüsü, jandarma ve kurtarma ekipleri tarafından kurtarıldı. Yolcular bölgedeki misafirhanelere yerleştirildi.  "
607,13:38,ardahan,Ardahan,Ardahan'da Fırtına Nedeniyle Hasar Tespit Çalışmaları Başladı,"  Ardahan İl Afet ve Acil Durum Müdürlüğü ekipleri, çatısı uçan ev ve ahırlarda hasar tespit çalışması yaparak vatandaşları olumsuzluklara karşı uyardı.  "
608,13:06,ardahan,Ardahan,Posof'ta Kar Yağışı Etkili Oldu,"  Posof ilçesi, yoğun kar yağışıyla beyaza büründü; trafikte aksaklıklar yaşandı.  "
609,12:48,ardahan,Ardahan,Aktaş Gölü'nde Kuşları Koruma Amacıyla Ses Bariyerleri İnşa Edildi,"  Ardahan'ın Çıldır ilçesindeki Aktaş Gölü sulak alanında, göçmen kuşları korumak amacıyla gürültü kirliliğini azaltacak 2 bin 600 metre uzunluğunda ses bariyerleri yapıldı. Bariyerlerin inşası, gümrük kapısına giden yoldaki trafik gürültüsü nedeniyle kuşların yaşam alanlarının etkilenmesi üzerine gerçekleştirildi.  "
610,10:50,ardahan,Ardahan,Ardahan'da Fırtına Hasara Yol Açtı,"  Fırtına, Ardahan'da evlerin ve ahırların çatısını uçurdu, hasar tespiti başlatıldı.  "
611,10:22,ardahan,Ardahan,Ardahan'da Şiddetli Fırtına 5 Evin Çatısını Uçurdu,"  Ardahan'da etkili olan şiddetli fırtına nedeniyle 5 ev ve ahırın çatısı uçtu. AFAD ekipleri, hasar tespit çalışmaları yaparak vatandaşları uyardı.  "
612,09:58,ardahan,Ardahan,Aktaş Gölü'nde Kuşları Koruma Amaçlı Ses Bariyerleri İnşa Edildi,"  Ardahan'ın Çıldır ilçesindeki Aktaş Gölü sulak alanında göçmen kuşların trafik gürültüsünden rahatsız olmaması için 2 bin 600 metre uzunluğunda ses bariyeri yapıldı. Bu çalışmalar, kuşların üreme alanlarını koruma ve daha fazla tür gözlemleme şansı sağlama amacı taşıyor.  "
613,16:44,ardahan,Ardahan,Çıldır'da Öğretmenler Günü kutlaması,  Ardahan'ın Çıldır ilçesinde 22 Kasım 2024 tarihinde Çelenk koyma töreni ile başlayan Öğretmenler Günü etkinlikleri ilçe Kaymakamı Efe Kılıç'ın Şehit öğretmen Sezgin Yolcu'nun mezarını ve ailesini ziyareti ile son buldu.  
614,16:15,ardahan,Ardahan,Posof'ta Öğretmenler Günü Kutlandı,"  Posof'ta 24 Kasım Öğretmenler Günü, törenler ve çeşitli etkinliklerle coşkuyla kutlandı.  "
616,23.11.2024,ardahan,Ardahan,Ardahan ve Gürcistan'dan Dostluk Maçı,"  Ardahan Kuru Gençlik Spor, Gürcistan ile dostluk maçı yaptı; sonuç 5-2 Gürcülerin galibiyeti.  "
617,23.11.2024,ardahan,Ardahan,Kadın Futbolunda Dostluk Maçı: Gürcistan 5-2,"  Kura Gençlik Spor, Gürcistan'ın Akhalgori Takımı ile dostluk maçı yaptı; sonuç 5-2.  "
618,23.11.2024,ardahan,Ardahan,Kura Gençlik Spor ile Akhalgori Arasında Dostluk Maçı,"  Kura Gençlik Spor, Gürcistan'ın Akhalgori takımıyla dostluk maçı oynadı; maç 5-2 bitti.  "
619,23.11.2024,ardahan,Ardahan,Bülbülan Yaylası Karla Kaplandı,"  Ardahan'daki Bülbülan Yaylası, kasımda etkili yoğun karla beyaza büründü, terk edilmiş bir köy görünümünde.  "
620,22.11.2024,ardahan,Ardahan,Şehit öğretmenler için dua edildi,"  Ardahan'ın Çıldır ilçesinde ""24 Kasım Öğretmenler Günü"" münasebetiyle şehit olan ve vefat eden öğretmenler için cuma namazı öncesi ""Kur'an-ı Kerim Tilaveti ve Dua"" programı yapıldı.  "
621,22.11.2024,ardahan,Ardahan,Organ Bağışı Semineri Çıldır'da,"  Çıldır MYO'da düzenlenen seminerde organ bağışı önemine vurgu yapıldı, dört öğrenci bağışçı oldu.  "
622,22.11.2024,ardahan,Ardahan,Öğrenciler 'Karagöz' Oyunuyla Buluştu,  Çıldır'da Karagöz oyunu ilkokul öğrencileri tarafından ilgiyle izlendi.  
623,21.11.2024,ardahan,Ardahan,Ardahan'da Okul Çevrelerinde Denetim,"  Emniyet, çocuk ve gençlerin korunması için okul çevrelerinde denetimler gerçekleştirdi.  "
624,21.11.2024,ardahan,Ardahan,Öğrencilerden Okul Ziyareti,"  Çıldır ilçesi 8. sınıf öğrencileri, Ardahan'daki liselere ziyaret gerçekleştirerek bilgi aldılar.  "
625,20.11.2024,ardahan,Ardahan,Posof'ta Bir Günde Dört Mevsim,"  Posof'ta sabah sis, öğle güneş ile baharı yaşarken kar yağışı da etkisini gösterdi.  "
626,20.11.2024,ardahan,Ardahan,Ardahan'da Emniyet Kemerine Dikkat!,"  Öğrenciler, simülasyon aracıyla emniyet kemerinin kazalardaki önemini deneyimleyerek öğrendi.  "
627,19.11.2024,ardahan,Ardahan,Erdal Uygur: Ayakkabı Tamirciliği Zor Günler Geçiriyor,"  Ardahan'da ayakkabı tamircisi Erdal Uygur, artan maliyetler ve çırak bulamama sorunları yaşıyor.  "
628,19.11.2024,ardahan,Ardahan,"Sağlık-Sen, Sağlık Çalışanları İçin Mücadele Ediyor","  Sağlık-Sen Ardahan, sağlık çalışanlarının haklarının iyileştirilmesi için toplandı ve konuşma yaptı.  "
630,19.11.2024,ardahan,Ardahan,Ardahan'da Yoğun Sis Etkili Oldu,  Ardahan'da gece yağan karla karışık yağmurun ardından sabah saatlerinde yoğun sis etkili oldu. Sis nedeniyle görüş mesafesi yer yer 10 metreye kadar düştü.  
632,19.11.2024,ardahan,Ardahan,Ardahan'da Kumar Oynayanlara Ceza,"  Göle'de kumar oynayan 6 kişiye toplam 38 bin 550 TL ceza kesildi, iş yeri sahibine adli tahkikat başlatıldı.  "
634,17.11.2024,ardahan,Ardahan,Ardahan-Ardanuç Yolu Yeniden Açıldı,  Kar yağışı nedeniyle kapatılan Ardahan-Ardanuç kara yolu ulaşıma açıldı. Sürücülerden dikkatli olmaları istendi.  
635,17.11.2024,ardahan,Ardahan,Ardahan'da Kar ve Buzlanma Fırtınası,  Ardahan'da etkili kar ve buzlanma nedeniyle birçok araç yolda mahsur kaldı ve geçişler durduruldu.  
636,17.11.2024,ardahan,Ardahan,Ardahan'da Ata Buğdayı İle Lezzet Şöleni,"  Emekli öğretmen, kavılcadan 12 yöresel ürün hazırlayarak Ardahan'ın gastronomisine katkı sağladı.  "
637,17.11.2024,ardahan,Ardahan,"İncesu, Iğdır'da Esnafla Buluştu","  CHP Milletvekili İncesu, Iğdır'da esnafla sohbet ederek ekonomik sorunları dinledi.  "
638,16.11.2024,ardahan,Ardahan,Posof'ta Otomobil Çarpışması: 8 Yaralı,"  Ardahan Posof'ta iki otomobilin çarpışması sonucu 8 kişi yaralandı, hayati tehlike yok.  "
639,16.11.2024,ardahan,Ardahan,Ilgar Dağı'nda Kaza: 8 Yaralı,"  Ardahan'da kar ve sis nedeniyle meydana gelen kazada 2 otomobil çarpıştı, 8 kişi yaralandı.  "
640,16.11.2024,ardahan,Ardahan,Ardahan'da Kar ve Buzlanma Nedeniyle Araçlar Yolda Kaldı,  Ardahan'da etkili kar ve buzlanma nedeniyle bazı tırlar ve araçlar yolda kaldı. Mücadele sürüyor.  
641,16.11.2024,ardahan,Ardahan,Ardahan'da Kar ve Sis Nedeniyle Trafik Kazası: 8 Yaralı,  Ardahan'da kar yağışı ve sis nedeniyle görüş mesafesinin düştüğü Ilgar Dağı Geçidi'nde meydana gelen trafik kazasında 2 otomobil kafa kafaya çarpıştı. Kazada 8 kişi yaralandı ve hastaneye kaldırıldı.  
642,16.11.2024,ardahan,Ardahan,Ardahan'da Kar Yağışı ve Sis Kazaya Neden Oldu: 8 Yaralı,  Ardahan'da kar yağışı ve sis nedeniyle görüş mesafesinin düştüğü Ilgar Dağı Geçidi'nde meydana gelen kazada 2 otomobil çarpıştı. Kazada 8 kişi yaralandı ve yaralılar hastaneye kaldırıldı.  
643,16.11.2024,ardahan,Ardahan,Ardahan'da Kaza: Sürücü Yaralandı,"  Ardahan-Kars karayolunda otomobilin kaza yapması sonucu sürücü yaralandı, sağlık durumu iyi.  "
644,16.11.2024,ardahan,Ardahan,Ardahan Kalesi'nde Ziyaretçi Rekoru,"  Ardahan Kalesi, 2023'ün ilk 10 ayında 194 bin 440 turist ağırlayarak ziyaretçi sayısını iki kat artırdı.  "
645,15.11.2024,ardahan,Ardahan,Ardahan Belediye Başkanı Demir'den KKTC'ye Kutlama Mesajı,"  Ardahan Belediye Başkanı Faruk Demir, Kuzey Kıbrıs Türk Cumhuriyeti'nin 41. kuruluş yıldönümü dolayısıyla bir kutlama mesajı yayınladı ve önemli tarihi figürleri rahmetle anarak yavru vatanın kutlamasını gerçekleştirdi.  "
646,15.11.2024,ardahan,Ardahan,28 Ova Büyük Ova Koruma Alanı Oldu,  Cumhurbaşkanı kararıyla 28 ova büyük ova koruma alanı olarak belirlendi. Ayrıntılar Resmi Gazete'de.  
647,14.11.2024,ardahan,Ardahan,Ardahan'da Soğuk Hava Etkili,"  Ardahan'da gece sıcaklıklar eksi derecelere düştü, ağaçlar kırağı tuttu.  "
648,14.11.2024,ardahan,Ardahan,Kars ve Ardahan'da Soğuk Hava Etkili,"  Kars ve Ardahan'da hava sıcaklığı sıfırın altında, kırağı ve buz tabakaları oluştu.  "
649,14.11.2024,ardahan,Ardahan,Şengül Gök Ardahan'a Atandı,"  Bayburt İl Nüfus Müdürü Şengül Gök, Ardahan'a atanarak yeni görevine başladı.  "
650,13.11.2024,ardahan,Ardahan,CHP Milletvekili İncesu: Demokrasimiz Tehlikede,"  CHP Ardahan Milletvekili Özgür Erdem İncesu, Esenyurt Belediyesi önündeki 'Demokrasi Nöbeti'nde yaptığı açıklamada, belediyeye ulaşmanın zorluğundan ve yerel halkın yaşadığı sıkıntılardan bahsetti. İncesu, meclis üyelerinin görevlerini yapmadıklarını ve bu durumun kabul edilemez olduğunu belirtti.  "
651,13.11.2024,ardahan,Ardahan,Ardahan'da Fidan Dikim Etkinliği,"  11 Kasım Milli Ağaçlandırma Günü'nde Ardahan'da 150 fidan dikildi, katılımcılara teşekkür edildi.  "
652,13.11.2024,ardahan,Ardahan,Doğu Anadolu'da Soğuk Hava ve Sis,"  Erzurum, Kars ve Ardahan'da soğuk hava nedeniyle buzlanma ve sis etkili oldu, araçlar korundu.  "
654,11.11.2024,ardahan,Ardahan,Çıldır Gölü'nde Pelikan Göçü,"  Ardahan'da balıkçı aile, sahip olduğu pelikanlardan biri ilk kez göç etti, diğeri ise kaldı.  "
655,10.11.2024,ardahan,Ardahan,Ardahan'da Kura Nehri Buzla Kaplandı,  Sıcaklıkların sıfırın altında düştüğü Ardahan'da Kura Nehri yüzeyi buzlandı.  
657,09.11.2024,ardahan,Ardahan,15 Suç Kaydıyla Aranan Şüpheli Yakalandı,"  Ardahan'da sahte kimlik numarası veren şüpheli, 15 suç kaydıyla yakalandı.  "
658,09.11.2024,ardahan,Ardahan,Ardahan'da Aranan Şahıs Yakalandı,"  15 suç kaydı bulunan M.D., polis tarafından kimlik sahteciliği yaparken yakalandı.  "
659,08.11.2024,ardahan,Ardahan,Aşık Şenlik Tüneli Hizmete Girdi,"  Bakan Uraloğlu, Aşık Şenlik Tüneli'nin Mozeret Geçidi'ndeki trafik sorununu çözeceğini belirtti.  "
660,08.11.2024,ardahan,Ardahan,"Ulaştırma ve Altyapı Bakanı Uraloğlu, Ardahan'da İl Koordinasyon Toplantısı'nda konuştu Açıklaması","  Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, ""Ardahan'da 8 milyar lira bedeli olan 7 projemiz devam ediyor.  "
661,08.11.2024,ardahan,Ardahan,Aşık Şenlik Tüneli Tasarruf Sağladı,"  Ulaşım süresini 35 dakikadan 10 dakikaya indiren tünel, yıllık 113,5 milyon lira tasarruf sağladı.  "
662,08.11.2024,ardahan,Ardahan,Dev projelerle milyarlarca lira tasarruf sağlandı,"  Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, ""İnşa ettiğimiz bölünmüş yollarımız, tünellerimiz ve köprülerimizle seyahat eden vatandaşlarımız yıllık 739 milyon saat zaman ile yaklaşık 2 milyar 437 milyon litre akaryakıt tasarruf etmektedir.  "
663,08.11.2024,ardahan,Ardahan,Ulaştırma ve Altyapı Bakanı Uraloğlu Kars ve Ardahan'da Programlara Katıldı,"  Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, Kars'a geldi ve Ardahan'da çeşitli programlara katıldı. Bakan, Aşık Şenlik Tüneli açılışı ve İl Koordinasyon Toplantısı gibi etkinliklerde yer alacak.  "
664,07.11.2024,ardahan,Ardahan,Ardahan Dağlarına Kar Yağdı,"  Ardahan ve Artvin arasındaki dağlar beyaz örtüyle kaplandı, güzel manzaralar oluştu.  "
665,06.11.2024,ardahan,Ardahan,Öğrencilerden Borçalı'ya Kültür Gezisi,"  TÜRKSOY üyeleri, Borçalı'daki Karapapak kültürünü tanımak için gezi düzenledi.  "
666,06.11.2024,ardahan,Ardahan,Kadına Şiddete Dikkat Çeken Sergi,"  Prof. Dr. Semra Çevik, şiddet mağduru kadınları temsilen portreler yaparak farkındalık yaratıyor.  "
667,06.11.2024,ardahan,Ardahan,Kadın Cinayetlerine Dikkat Çeken Sergi,"  Prof. Dr. Semra Çevik, şiddet mağduru kadınları temsilen portreler oluşturdu, sergisi Ankara'da.  "
668,06.11.2024,ardahan,Ardahan,Kars ve Çevresinde Kar ve Soğuk Hava,"  Kars, Ağrı ve Ardahan'da soğuk hava etkili oldu, yüksek kesimlerde kar yağışı görüldü.  "
669,06.11.2024,ardahan,Ardahan,Ardahan'da Kayıp Hayvanlar Bulundu,  Ardahan'da çalınan 60 hayvan Jandarma ekipleri tarafından bulunarak sahiplerine teslim edildi.  
670,05.11.2024,ardahan,Ardahan,Ardahan-Şavşat Yolunda Buzlanma,  Yoğun kar ve tipi nedeniyle Ardahan-Şavşat kara yolunda ağır araç geçişi yasaklandı.  
671,05.11.2024,ardahan,Ardahan,Ardahan'da Kar Yağışı Hayatı Olumsuz Etkiledi,"  Ardahan'ın yüksek kesimlerinde etkili kar yağışı ve tipi, köylerde yaşamı zora soktu.  "
672,05.11.2024,ardahan,Ardahan,Ardahan'da Çalınan Hayvanlar Bulundu,"  Jandarma ekipleri, çalınan 60 hayvanı bulup sahibine teslim etti, 7 zanlı gözaltına alındı.  "
673,05.11.2024,ardahan,Ardahan,Ardahan'da Kış Koşulları Zorlaşıyor,"  Ardahan'da kar ve tipi, yüksek köylerde yaşamı olumsuz etkiledi. Sıcaklık sıfırın altında 9 derece.  "
674,04.11.2024,ardahan,Ardahan,"""Damla Gönüllülük Hareketi Projesi"" kapsamında öğrenciler Ardahan'ı gezdi","  ""Damla Gönüllülük Hareketi Projesi"" kapsamında Türkiye'nin farklı illerinden gelen öğrenciler Ardahan'ı ziyaret etti.  "
675,04.11.2024,ardahan,Ardahan,Jandarma 60 Hayvanı Buldu,"  Ardahan'da jandarma, çalınan 60 hayvanı bularak sahiplerine teslim etti, 7 zanlı gözaltında.  "
676,03.11.2024,ardahan,Ardahan,Ardahan'da Kar Yağışı ve Buzlanma Sorunu,  Ardahan'da kar yağışı ve buzlanma nedeniyle 9 tır yolda kaldı; sürücüler yardım bekliyor.  
677,03.11.2024,ardahan,Ardahan,Sahara Geçidinde Mahsur Kalanlar Kurtarıldı,"  Ardahan-Şavşat karayolunda kar nedeniyle mahsur kalanlar, AFAD ekipleri tarafından kurtarıldı.  "
678,03.11.2024,ardahan,Ardahan,AK Parti Çıldır Gençlik Kolları Kongresi Yapıldı,  AK Parti Çıldır Gençlik Kolları Kongresi'nde Fırat Yılmaz yeniden başkan seçildi.  
679,02.11.2024,ardahan,Ardahan,Ardahan'da Emniyet Kemeri Eğitimi,"  Trafik ekipleri, otobüs yolcularına emniyet kemeri kullanımını anlattı ve broşür dağıttı.  "
680,01.11.2024,ardahan,Ardahan,Ardahan'da Firari Suçlu Yakalandı,  12 yıl hapis cezası bulunan T.E. Ardahan'da emniyet güçlerince yakalandı.  
681,01.11.2024,ardahan,Ardahan,Ardahan'da Mera Projesi Hayvancılığı Güçlendiriyor,  Ardahan'da hayvancılığı geliştirmek için 15 milyon liralık mera ıslah projeleri hayata geçirildi.  
683,31.10.2024,ardahan,Ardahan,Kavılca Buğdayı Yeniden Keşfediliyor,"  Ardahan'da unutulmaya yüz tutan kavılca buğdayı, tanıtım etkinliğiyle yeniden gündeme geldi.  "
684,31.10.2024,ardahan,Ardahan,Ardahan'da Kış Erken Geldi,"  Ardahan'da soğuk hava otomobil camlarını dondurdu, bitkiler kırağı tuttu.  "
685,31.10.2024,ardahan,Ardahan,Kavilca Buğdayı Yeniden Canlanıyor,  Ardahan'da 'Buğdayın Atası Ardahan Kavılcası' etkinliği ile kavilca buğdayı tanıtıldı.  
686,15:19,artvin,Artvin,Ardanuç'ta Pazar Esnafı Krizle Mücadele Ediyor,"  Ardanuç halk pazarındaki esnaf, artan maliyetler ve azalan alım gücü nedeniyle şikayetçi.  "
688,14:25,artvin,Artvin,Artvin'de Kar Yağışı Nedeniyle Kapalı Köy Yolları İçin Çalışmalar Devam Ediyor,"  Artvin'de etkili olan yoğun kar yağışı nedeniyle 127 köy yolu ulaşıma kapandı. Karla mücadele ekipleri, yolları açmak için yoğun çaba sarf ediyor. Yusufeli ilçesinde eğitim bir gün ara verilirken, hava koşulları çalışmaları zorlaştırıyor.  "
689,13:47,artvin,Artvin,Kar Yağışı Kuzeydoğu'yu Vurdu,"  Rize, Giresun ve çevresindeki illerde kar yağışı nedeniyle yollar kapandı, ekipler müdahale ediyor.  "
690,13:38,artvin,Artvin,Doğu Karadeniz'de Kapanan Yol Sayısı 715'e Yükseldi,"  Etkili kar yağışı sonrası Giresun, Gümüşhane, Trabzon, Rize, Artvin ve Bayburt'ta toplam 715 köy ve mahalle yolu ulaşıma kapandı. Ekipler, yolların açılması için çalışmalarını sürdürüyor.  "
691,12:06,artvin,Artvin,Doğu Karadeniz'de Kar Yağışı 442 Köy Yolunu Kapatırken Eğitime Ara Verildi,"  Doğu Karadeniz bölgesinde etkili olan kar yağışı nedeniyle 442 köy ve mahalle yolu ulaşıma kapandı. Trabzon, Giresun, Artvin, Rize ve çevresinde eğitime bir gün ara verildi. Kar kalınlığı yer yer 25 santimetreye ulaştı.  "
692,21:38,artvin,Artvin,Artvin'de Boş Ahşap Evde Yangın Çıktı,"  Artvin'in Şavşat ilçesinde, boş haldeki 2 katlı ahşap evde çıkan yangın itfaiye ekipleri tarafından söndürüldü. Yangın sonucunda ev kullanılamaz hale geldi. Yangının nedeni araştırılıyor.  "
693,21:32,artvin,Artvin,Artvin'de Ahşap Ev Yandı: Yangın Kontrol Altına Alındı,"  Artvin'in Şavşat ilçesine bağlı Arpalı köyünde çıkan yangında 2 katlı ahşap ev kullanılamaz hale geldi. Yangın, akşam saatlerinde Şakir Fazlıoğlu'na ait evde başladı ve alevler hızla yayıldı. İtfaiye ekiplerinin müdahalesiyle yangın kontrol altına alındı.  "
694,12:08,artvin,Artvin,Yusufeli Yollarında 2 Yılda 929 Bin Araç Geçti,"  ULAŞTIRMA ve Altyapı Bakanı Abdulkadir Uraloğlu, Artvin'in Yusufeli ilçesinde inşa edilen 69,2 kilometre uzunluğundaki yolların, 2 yıl içinde 929 bin araca hizmet verdiğini açıkladı. Yeni yollar, bölgedeki ulaşım standartlarını artırarak güvenli ve konforlu bir seyahat imkanı sunuyor.  "
695,00:50,artvin,Artvin,Kaybolan Kadın Sağ Salim Bulundu,"  Artvin'de kaybolan Muhsine Yıldırım, Jandarma tarafından sağlıklı bir şekilde bulundu.  "
696,23.11.2024,artvin,Artvin,Rize-Artvin Havalimanı'nda 1 Milyonuncu Yolcu Töreni,"  Rize-Artvin Havalimanı, 2024 yılı 1 milyonuncu yolcusunu ağırladı. Osman Erkan, havalimanında karşılandı ve hediyeler verildi. Rize Valisi Baydaş, havalimanının 2,5 milyonun üzerinde yolcu misafiri ettiğini açıkladı.  "
