,tarih,city,city2,title,content,suc_turu
1743,2022-03-29 00:00:00,dereli,giresun,Son dakika haberleri... Yalnız yaşadığı evinde ölü bulundu,"  Son dakika gelişmesine göre BİLECİK'in Gölpazarı ilçesinde Necati Altay (82), yalnız yaşadığı evinde ölü bulundu.  ",Şiddet Suçları
1751,2022-05-22 00:00:00,derepazarı,rize,Kanser Hastası Kadına Amca Çocukları Demir Çubuklarla Saldırıp Yaraladı İddiası,"  Rize’nin Derepazarı ilçesinde yaşayan Halim Başka (66), kanserli eşi Hatice Başka'nın (50) kuzenleri tarafından demir çubuklarla dövüldüğünü iddia ederek şikayetçi olmasına rağmen, bir buçuk aydır bir işlem yapılmaması nedeniyle eşinin can güvenliğinden kaygı duyduğunu söyledi.  ",Şiddet Suçları
1754,2024-09-21 00:00:00,derik,mardin,Mardin'de Sulama Kanalına Devrilen Cipte 3 Ölü,"  Derik'te devrilen cipteki 3 kişi hayatını kaybetti, kazayla ilgili soruşturma başlatıldı.  ",Şiddet Suçları
1755,2023-09-19 00:00:00,derik,mardin,Derik'te 21 kişinin öldüğü kazanın 3'üncü duruşması görüldü; TIR sürücüsünün tahliye talebi reddedildi,"  MARDİN'in Derik ilçesinde, geçen yıl 33 dakika arayla 2 TIR'ın neden olduğu, 1 polis memurunun şehit olduğu, 20 kişinin hayatını kaybettiği kazaya ilişkin 1'i tutuklu 5 sanığın yargılandığı davanın 3'üncü duruşması görüldü.  ",Şiddet Suçları
1757,2023-10-19 00:00:00,derik,mardin,"Mardin'de akraba kavgası: Dede-torun yaralandı, 4 şüpheli gözaltına alındı","  Mardin'in Derik ilçesinde, akraba aileler arasında çıkan taşlı ve sopalı kavgada dede-torun yaralandı, 4 şüpheli gözaltına alındı. Kavgada M.D. ve torunu İ.D. yaralanırken, sağlık ekipleri tarafından Derik Devlet Hastanesi'ne kaldırıldı. Yaralıların sağlık durumunun iyi olduğu öğrenilirken, olayla ilgili 4 şüpheli gözaltına alındı.  ",Şiddet Suçları
1758,2024-07-09 00:00:00,derik,mardin,Bohçacı Kılığında Hırsızlık: 3 Şüpheli Yakalandı,"  Mardin'in Derik ilçesinde bohçacı kılığına girerek bir evden para ve altın çalan 2'si kadın 3 şüpheli, jandarma ekiplerince suçüstü yakalandı. Zanlıların üzerlerinde yapılan aramada çalınan eşyalar ele geçirildi.  ",Mala Karşı İşlenen Suçlar
1759,2024-06-09 00:00:00,derik,mardin,Mardin'de Hırsızlık Şebekesi Yakalandı,"  Mardin'in Derik ilçesinde bohçacı kılığında girdikleri evden para ve altın çalan 3 şüpheli jandarma ekiplerince yakalandı. Şüphelilerin üzerinde yapılan aramada, 6 bin 200 lira para, altın saat, çeşitli ziynet eşyası ve şeker ölçme cihazı ele geçirildi.  ",Mala Karşı İşlenen Suçlar
1760,2024-10-17 00:00:00,derince,kocaeli,Berber cinayetinde sanık mahkemeye çıktı,"  Kocaeli'de berber Rüstem Duman'ı öldüren Levent Ç., müebbet hapis cezası istemiyle yargılanıyor.  ",Şiddet Suçları
1763,2024-10-19 00:00:00,derince,kocaeli,İnşaatta Düşen İşçi Hastanede,  Kocaeli Derince'de inşaatta sıva yaparken düşen işçi yaralandı; hastaneye kaldırıldı.  ,Şiddet Suçları
1764,2024-10-10 00:00:00,derince,kocaeli,Derince'de Silahlı Saldırı,"  Kocaeli'nin Derince ilçesinde iki kişi silahlı saldırıya uğradı, yaralılar hastaneye kaldırıldı.  ",Şiddet Suçları
1767,2024-11-15 00:00:00,derince,kocaeli,Kocaeli'nde Zincirleme Kaza: Motosiklet Sürücüsü Hayatını Kaybetti,  Kocaeli'nin Derince ilçesinde meydana gelen zincirleme kazada motosiklet sürücüsü Ümit Güney yaşamını yitirdi.  ,Şiddet Suçları
1768,2023-01-31 00:00:00,derinkuyu,nevşehir,Tıra arkadan çarpan otomobil sürücüsü hayatını kaybetti,"  Nevşehir'in Derinkuyu ilçesinde otoyolda meydana gelen trafik kazasında, tıra arkadan çarpan otomobilin sürücüsü hayatını kaybetti.  ",Şiddet Suçları
1783,2019-08-03 00:00:00,dernekpazarı,trabzon,"Kayınvalidesini Öldürüp, Eşini Yaraladı, 'Ölmek İstedim Ama Mermim Bitmişti' Dedi (2)","  KAYINVALİDE TOPRAĞA VERİLDİTrabzon'da, pazar alışverişinden döndüğü sırada eniştesi Abdülbaki Doğru'nun silahlı ve bıçaklı saldırısında ağır yaralanıp, kaldırıldığı hastanede tüm müdahalelere rağmen kurtarılamayan Rabia Kumaş, Dernekpazarı Merkez Camii'nde kılınan cenaze namazının ardından...  ",Şiddet Suçları
1784,2024-09-08 00:00:00,develi,kayseri,Kayseri'deki Muammer Kocatürk Mesleki ve Teknik Anadolu Lisesi'nde Usulsüzlük İddiaları,  Kayseri'nin Develi ilçesindeki Muammer Kocatürk Mesleki ve Teknik Anadolu Lisesi'nde usulsüzlük iddiaları sonucunda okul müdürü ve öğretmenlere cezalar verildi. Müdür yardımcısı ve diğer öğretmenler ise başka okullara görevlendirildi.  ,Ekonomik Suçlar
1785,2024-10-29 00:00:00,develi,kayseri,"Kayseri'de Kamyon Kazası: 1 Ölü, 6 Yaralı","  Kayseri Develi'de kömür yüklü kamyon otomobile çarptı, şoför hayatını kaybetti, 6 kişi yaralandı.  ",Şiddet Suçları
1791,2024-07-23 00:00:00,develi,kayseri,Kayseri'de yem karma makinesine sıkışan genç hayatını kaybetti,  Kayseri'nin Develi ilçesinde yem karma makinesine sıkışan genç hayatını kaybetti. Olayla ilgili soruşturma başlatıldı.  ,Şiddet Suçları
1792,2024-11-10 00:00:00,devrek,zonguldak,Devrek'te Çifte Cinayet: 6 Gözaltı,  Zonguldak'ın Devrek ilçesinde ormanda iki kişi alkol alırken av tüfeğiyle vuruldu. 6 şüpheli gözaltında.  ,Şiddet Suçları
1793,2024-10-14 00:00:00,devrek,zonguldak,Devrek'te Cinayet Sırrı Çözülmüştü,"  Zonguldak'ta iki kişiyi av tüfeğiyle öldüren Özgür Yolcu, cinayeti itiraf edip tutuklandı.  ",Şiddet Suçları
1811,2024-11-15 00:00:00,dicle,diyarbakır,Şanlıurfa'da Kaçak Elektrik Trafosu Tespit Edildi,  750 hanenin ihtiyacını karşılayacak 15 kayıt dışı trafo bulundu. Kaçakla mücadele devam edecek.  ,Ekonomik Suçlar
1812,2024-01-08 00:00:00,dicle,diyarbakır,Dicle'de terör örgütü propagandası yapan 7 şüpheliden 5'i yakalandı,"  Diyarbakır'ın Dicle ilçesinde terör örgütü mensuplarına moral ve motivasyon vermek amacıyla slogan atıp halay çeken 7 şüpheliden 5'i, düzenlenen operasyonla gözaltına alındı. Operasyonda ruhsatsız av tüfeği ve terör örgütü propagandasında kullanılan dijital materyaller ele geçirildi.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
1818,2024-05-10 00:00:00,didim,aydın,Didim'de 53 Düzensiz Göçmen Yakalandı,"  Aydın Didim'de yasa dışı yolla yurtdışına kaçan 53 göçmen, emniyet güçlerince yakalandı.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
1820,2024-01-10 00:00:00,didim,aydın,"Didim'de boşanma aşamasındaki kadın, eşi tarafından öldürüldü","  Aydın'ın Didim ilçesinde boşanma aşamasındaki Sibel Aygan, eşi tarafından çocuklarının gözü önünde tabancayla vurularak hayatını kaybetti. Olayla ilgili soruşturma sürüyor.  ",Şiddet Suçları
1822,2024-01-10 00:00:00,didim,aydın,Didim'de Uyuşturucu Operasyonu: 1 Gözaltı,"  Didim'de jandarma, 200 gram metamfetamin ve esrar ele geçirerek bir şüpheliyi yakaladı.  ",Narkotik Suçları
1825,2023-12-08 00:00:00,digor,kars,"80 Yaşındaki Kadın Darbeden Yaralandı, Şüpheli Tutuklandı","  KARS'ta, 80 yaşındaki Dilber Alınak'ı darbeden Ekrem Aybi (50) tutuklanarak cezaevine konuldu. Alınak ise Harakani Devlet Hastanesi Yoğun Bakım Servisi'nde yaşam mücadelesi veriyor. Olay, 9 Ağustos günü Kars'ın Digor ilçesinde meydana geldi. Aybi, Alınak'a ait eşyaları alarak kaçtı. Kars Barosu Kadın Hakları Komisyonu, yaşanan şiddet davasının tüm hukuki sürecini takip edeceklerini açıkladı.  ",Şiddet Suçları
1827,2023-06-06 00:00:00,digor,kars,"Kontrolden çıkan tır devrildi, sürücüsü hayatını kaybetti",  Kars'ta frenleri boşalan İran plakalı tır yoldan çıkarak devrildi feci kazada tır sürücüsü hayatını kaybetti. Olay bugün öğle saatlerinde Digor Yolu bölge trafik kavşağında meydana geldi. Feci kazada tır sürücüsü hayatını kaybederken olayla ilgili soruşturma başlatıldı. Kazada hayatını kaybeden tır sürücüsünün cenazesi Harakani Devlet Hastanesi morguna kaldırıldı.  ,Şiddet Suçları
1829,2023-01-18 00:00:00,digor,kars,Jandarma'dan uyuşturucuya geçit yok,"  Jandarma'dan uyuşturucuya geçit yok Operasyonda 425 gr uyuşturucu madde ele geçirildi Kars İl Jandarma Komutanlığı'nca Digor İlçesi mülki sınırları içerisinde icra edilen operasyonda, önceden tespit edilen 4 şahsın ev ve eklentilerinde yapılan aramada 425 gr uyuşturucu madde ele geçirildi.  ",Narkotik Suçları
1830,2023-05-26 00:00:00,digor,kars,Kars'ta jandarmanın boşalttığı lojmanlar harabeye döndü,"  Kars Digor yolu 30 Ekim Mahallesinde TOKİ konutlarında, jandarmaya ait iki blok boşaltılmasının ardından adeta harabeye döndü.  ",Mala Karşı İşlenen Suçlar
1831,2023-03-23 00:00:00,digor,kars,Kars'ta susturucu takılı silahla cinayet! Market sahibini kurşun yağmuruna tuttu,  Kars'ın Digor ilçesinde maskeli bir kişi susturucu taktığı silahla girdiği markette işletme sahibini kurşun yağmuruna tuttu. Ağır yaralanan market işletmecisi kaldırıldığı hastanede hayatını kaybetti.  ,Şiddet Suçları
1833,2024-03-15 00:00:00,dikili,i̇zmir,İzmir Foça açıklarında motor arızası nedeniyle sürüklenen lastik bottaki 13'ü çocuk 35 düzensiz göçmen kurtarıldı,"  İzmir'in Foça ilçesi açıklarında motor arızası nedeniyle sürüklenen lastik bottaki 13'ü çocuk 35 düzensiz göçmen, Sahil Güvenlik ekipleri tarafından kurtarıldı. Ayrıca Seferihisar ve Dikili ilçelerinde durdurulan lastik botlarda ise 9'u çocuk 33 göçmen yakalandı. Kurtarılan düzensiz göçmenler, işlemlerinin ardından İl Göç İdaresi Müdürlüğüne gönderildi.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
1834,2024-10-25 00:00:00,dikili,i̇zmir,İzmir'de 57 Kaçak Göçmen Yakalandı,"  Urla'da 57 kaçak göçmen ve 4 kaçakçı yakalandı, Dikili'de 41 göçmen lastik botta kurtarıldı.  ",Organize Örgüt Suçları
1841,2022-08-15 00:00:00,dikmen,sinop,"Meslektaşını öldüren doktor, testi pozitif çıkınca duruşmaya katılmadı","  MERSİN'de meslektaşı Ahmet Dikmen'i öldüren ve 'tasarlayarak bir kişiyi yerine getirdiği kamu görevi nedeniyle öldürmek' suçundan ağırlaştırılmış müebbet hapis cezası istemiyle hakkında dava açılan doktor Hasan Çayır, koronavirüs testi pozitif çıktığı için duruşmaya katılmadı.  ",Şiddet Suçları
1842,2024-07-18 00:00:00,dikmen,sinop,"Tekirdağ'da domuza çarpan otomobil takla attı: 1 ölü, 3 yaralı","  Tekirdağ'ın Çorlu ilçesinde yola çıkan domuza çarpan otomobilin takla attığı kazada eczacı Begüm Dikmen hayatını kaybetti; annesi, babası ve ablası yaralandı.  ",Şiddet Suçları
1846,2024-08-08 00:00:00,dikmen,sinop,İzmir'de Menderes Belediyesi İmar ve Şehircilik Müdürü silahlı saldırıya uğradı,"  İzmir'de, Menderes Belediyesi İmar ve Şehircilik Müdürü Sarper Dikmen uğradığı silahlı saldırı sonucu yaralandı. Yaralının hayati tehlikesi bulunmazken, şüpheliyi yakalama çalışmalarının sürdüğü öğrenildi.  ",Şiddet Suçları
1849,2024-10-24 00:00:00,dilovası,kocaeli,Kocaeli'de Tarihi Eser Kaçakçılığına Operasyon,"  Dilovası'nda 100 sikke ve 15 obje ele geçirildi, 3 şüpheli gözaltına alındı.  ",Mala Karşı İşlenen Suçlar
1851,2024-03-19 00:00:00,dilovası,kocaeli,Dilovası'nda çıkan silahlı kavgada 1 kişi ağır yaralandı,"  Kocaeli'nin Dilovası ilçesinde çıkan silahlı kavgada, aralarında husumet bulunan Emre T. ve Ümit Y. arasında çıkan tartışma sonucunda Emre T. silahla boynundan yaralandı. Olayın ardından kaçan Ümit Y'nin yakalanması için polis ekipleri çalışma başlattı. Sağlık durumu ciddiyetini koruyan Emre T. Gebze Fatih Devlet Hastanesi'ne kaldırıldı.  ",Şiddet Suçları
1853,2024-05-09 00:00:00,dilovası,kocaeli,Kocaeli'de Motosikletten Savrulan İki Kişi Yaralandı,"  Kocaeli'nin Dilovası ilçesinde D-100 Karayolu'nda motosikletten savrulan sürücü ve yolcusu yaralandı. Kontrolünü kaybeden motosiklet nedeniyle meydana gelen kazada, 112 Acil Çağrı Merkezi'ne yapılan ihbarla sağlık ve polis ekipleri olay yerine sevk edildi. Yaralılar hastaneye kaldırılırken, kazayla ilgili inceleme başlatıldı.  ",Şiddet Suçları
1854,2024-03-19 00:00:00,dilovası,kocaeli,Dilovası'nda tabancalı saldırı: Bir kişi ağır yaralandı,"  Kocaeli'nin Dilovası ilçesinde otomobilinden indiği esnada husumetlisinin tabancalı saldırısına uğrayan bir kişi ağır yaralandı. Saldırgan olay yerinde tabancayı bırakıp kaçarken, polis saldırganı yakalamak için çalışma başlattı. Olay yerinde yapılan incelemelerde 6 boş mermi kovanı bulundu.  ",Şiddet Suçları
1856,2020-02-11 00:00:00,dinar,afyonkarahisar,9 gündür kayıp çift gölette aranıyor,  AFYONKARAHİSAR'ın Dinar ilçesinde en son 9 gün önce görülen ve bir daha kendilerinden haber alınamayan Cevdet Uysal (66) ve Zeliha Uysal (64) çiftinin bulunması için dalgıç polisler tarafından gölette arama başlatıldı.  ,Şiddet Suçları
1857,2020-11-11 00:00:00,dinar,afyonkarahisar,Kuyuda cansız bedenleri bulunan çiftin 6 akrabası gözaltına alındı (4),"  SON ŞÜPHELİ DE ADLİYEDEAfyonkarahisar'ın Dinar ilçesinde, Zeliha- Cevdet Uysal çiftinin öldürülmesiyle ilgili gözaltına alınan akrabalarından Ramazan A. da işlemlerinin tamamlanmasının ardından adliyeye getirildi.  ",Şiddet Suçları
1858,2020-11-11 00:00:00,dinar,afyonkarahisar,"Kuyuda cansız bedenleri bulunan çiftin, 6 akrabası gözaltına alındı",  AFYONKARAHİSAR'ın Dinar ilçesinde 17 gündür kayıp olarak aranırken 2 metre derinliğindeki kuyuda cansız bedenleri bulunan Cevdet Uysal (66) ve Zeliha Uysal (64) çiftinin öldürülmeleriyle ilgili 6 akraba gözaltına alındı.  ,Şiddet Suçları
1862,2024-05-04 00:00:00,dinar,afyonkarahisar,Dinar'da seçimleri kazanan muhtarın yakını tüfekle havaya ateş açtı,"  Afyonkarahisar'ın Dinar ilçesine bağlı Tatarlı beldesinde gerçekleştirilen mahalli idari seçimlerde bir muhtar adayının yakını, seçimi kutlamak için tüfekle havaya ateş açtı. Bu görüntüleri sosyal medyada paylaşan şahıs, jandarma ekipleri tarafından gözaltına alındı. Olayda kullanılan tüfek ele geçirildi ve şahsa idari para cezası kesildi.  ",Şiddet Suçları
1863,2020-04-11 00:00:00,dinar,afyonkarahisar,"Son dakika haberleri... Ailesinin komşusu, köpeğini tüfekle öldürdü","  Son dakika haberler: AFYONKARAHİSAR'ın Dinar ilçesine ailesini ziyarete giden Aliye Kaçmaz'ın labrador cinsi köpeği, iddiaya göre bahçesine girdiği karşı komşu T.A. tarafından tüfekle vurularak öldürüldü.  ",Şiddet Suçları
1866,2022-07-10 00:00:00,divriği,sivas,Son dakika haberi: Otomobil traktöre çarparak yoldan çıktı: 3'ü ağır 6 yaralı,  Son dakika 3. sayfa haberi: Otomobil traktöre çarparak yoldan çıktı: 3'ü ağır 6 yaralı Sivas'ta traktöre çarparak yoldan çıkan araçta bulunan 1'i çocuk altı kişi yaralandı.  ,Şiddet Suçları
1880,2024-11-22 00:00:00,diyarbakır,diyarbakır,Narin Güran cinayetinde 3. kanlı delil ortaya çıktı,"  Diyarbakır'ın Bağlar ilçesinde kaybolduktan 19 gün sonra cansız bedeni Eğertutmaz Deresi'nde bulunan Narin Güran cinayetinde yeni gelişmeler yaşanmaya devam ediyor. ''Narin'in katili kim?'' sorusu henüz yanıt bulamazken, Türkiye'nin konuştuğu cinayete ilişkin yeni deliller ortaya çıktı. Daha önce bulunan kanlı taş ve kanlı eldivenlerin ardından şimdi de kanlı merdiven bulundu.  ",Şiddet Suçları
1885,2024-09-19 00:00:00,diyarbakır,diyarbakır,Ufacık detay köylüleri ele vermiş: Narin'in öldürüldüğünü en başından beri biliyorlardı,"  Diyarbakır'da Narin Güran cinayetine ilişkin vahim bir iddia ortaya atıldı. Üst düzey bir güvenlik görevlisi, ""Biz Narin'i ararken onlar öldüğünü biliyordu. Aile bunu ısrarla gizledi. Narin'in artık yaşamadığını biz cesede ulaşmadan anladık. Çünkü Narin'in evinin önünde toplanan kadınlar Yasin okuyordu."" ifadelerini kullandı.  ",Şiddet Suçları
1889,2024-11-09 00:00:00,dodurga,çorum,Tekstil İşçileri Narin'in Ölümüne Siyah Kıyafetle Tepki Gösterdi,"  Çorum'un Dodurga ilçesinde bir tekstil fabrikasının çalışanları, Diyarbakır'da 8 yaşındaki Narin Güran'ın öldürülmesine tepki göstermek amacıyla işe siyah renkli kıyafet giyerek geldi. Firma çalışanları, Diyarbakır'da cansız bedeni bulunan Narin Güran'ın öldürülmesini protesto etmek, çocuk cinayetlerine dikkati çekmek amacıyla eylem yaptı. Sabah iş yerine siyah kıyafetler giyerek gelen tekstil işçileri, Narin'in öldürülmesine tepki gösterdi. Eylemin ardından fabrika yöneticileri, kadın çalışanlara karanfil verdi.  ",Şiddet Suçları
1890,2022-08-20 00:00:00,dodurga,çorum,Doğa yürüyüşü yapmak için gittiği ormanda hayatını kaybetti,  Çorum'da ormanlık arazide rahatsızlanan yaşlı adam hayatını kaybetti.  ,Şiddet Suçları
1893,2023-08-08 00:00:00,dodurga,çorum,Çorum'da çıkan yangında 15 ceviz ağacı zarar gördü,  Çorum'un Dodurga ilçesinde çıkan yangında 15 ceviz ağacı zarar gördü.  ,Mala Karşı İşlenen Suçlar
1894,2024-05-23 00:00:00,dodurga,çorum,Çorum'da maden işçileri ücretsiz izne karşı eylemde,"  Çorum'un Dodurga ilçesinde bulunan Alpagut Linyit Kömür işletmesinde çalışan işçiler, patronun 6 aylık ücretsiz izne çıkarmasına karşı yer altında eylemlerini sürdürüyor. Sendikalı olduklarını belirten işçiler, haklarını savunmak için maden ocağına inerek direnişlerini devam ettiriyor.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
1898,2024-10-15 00:00:00,domaniç,kütahya,Domaniç'te Motosiklet Kazasında Hayatını Kaybetti,"  Mustafa Tekdemir, motosiklet kazasında yaralandıktan 33 gün sonra hastanede yaşamını yitirdi.  ",Şiddet Suçları
1904,2019-05-24 00:00:00,doğanhisar,konya,MHP'Lİ belediye başkanı bıçaklı saldırıda ağır yaralandı,"  KONYA'da Doğanhisar Belediye Başkanı MHP'li İhsan Öztoklu (42), belediyeye ait billboardların yırtılması nedeniyle tartıştığı eski belediye Başkanı Abdullah Koç'un oğlu Abdurrahman Koç'un (25) bıçaklı saldırısına uğradı.  ",Şiddet Suçları
1905,2019-05-24 00:00:00,doğanhisar,konya,Doğanhisar İlçe Belediye Başkanı bıçaklı saldırıya uğradı,  Konya'nın Doğanhisar İlçe Belediye Başkanı İhsan Öztoklu bıçaklı saldırıya uğradı.  ,Şiddet Suçları
1907,2020-03-02 00:00:00,doğanhisar,konya,Konya'da kandırdıkları kadının para ve bileziğini çalan 3 kişiden biri tutuklandı,"  Konya'da, kendilerini banka görevlisiymiş gibi gösterip kandırdıkları yalnız yaşayan kadının çantasındaki bilezik ve parasını çalan 3 şüpheliden biri tutuklandı.  ",Mala Karşı İşlenen Suçlar
1910,2019-05-24 00:00:00,doğanhisar,konya,MHP'li belediye başkanı bıçaklı saldırı sonrası hayatını kaybetti (2),"  KURTARILAMADIKonya'da uğradığı bıçaklı saldırı sonucu göğsünden yaralanan Doğanhisar Belediye Başkanı İhsan Öztoklu, kaldırıldığı Ilgın Devlet Hastanesi'nde yapılan tüm müdahalelere rağmen yaşamını yitirdi.  ",Şiddet Suçları
